SOi,Noi,RSPMi,SPMi,AQI
2.5,17.5,159.59183673469386,145.0732290673237,159.59183673469386
7.0,92.625,68.0,155.33333333333331,155.33333333333331
10.0,219.0,0.0,361.7526103681993,361.7526103681993
3.75,171.0,0.0,361.7526103681993,361.7526103681993
8.53489107177592,31.25,61.212765957446805,166.0,166.0
7.5,71.25,57.0,189.00434927470332,189.00434927470332
12.5,20.0,153.53061224489795,34.0,153.53061224489795
15.125,22.875,0.0,353.75,353.75
5.625,53.25,38.0,76.0,76.0
29.75,128.4,0.0,403.0232558139535,403.0232558139535
5.0,31.875,14.0,25.0,31.875
6.25,33.75,33.0,189.00434927470332,189.00434927470332
28.0,35.375,97.0,160.66666666666666,160.66666666666666
10.0,16.25,54.0,20.8,54.0
2.5,16.25,63.0,67.25419256550896,67.25419256550896
15.0,21.25,177.77551020408163,173.37836342959858,177.77551020408163
9.75,49.12499999999999,25.0,61.0,61.0
26.25,42.5,90.0,108.66666666666667,108.66666666666667
32.5,116.0,0.0,189.00434927470332,189.00434927470332
6.125,16.75,79.0,211.0,211.0
8.75,36.25,28.0,117.81937623869312,117.81937623869312
21.0,39.5,0.0,422.09302325581393,422.09302325581393
5.625,97.125,0.0,358.75,358.75
9.25,107.7,67.0,142.66666666666666,142.66666666666666
5.25,16.0,72.0,149.33333333333331,149.33333333333331
9.875,89.875,0.0,358.75,358.75
6.75,69.75,22.0,72.0,72.0
18.875,11.625000000000002,128.7158934890604,173.37836342959858,173.37836342959858
9.350000000000001,15.0,96.33,165.55333333333334,165.55333333333334
2.5,23.75,54.0,189.00434927470332,189.00434927470332
11.25,214.0,54.0,189.00434927470332,214.0
4.0,5.625,129.95244897959182,191.11333333333332,191.11333333333332
7.125,13.75,109.08163265306122,168.66666666666666,168.66666666666666
16.75,23.875000000000004,80.0,154.0,154.0
8.75,61.25,33.0,90.0,90.0
7.625,12.5,98.24450975251996,161.0452865463435,161.0452865463435
19.25,29.0,187.87755102040813,362.5,362.5
16.25,13.75,85.0,145.0732290673237,145.0732290673237
5.0,11.25,79.0,67.25419256550896,79.0
41.625,11.875,98.24450975251996,257.0,257.0
8.75,18.75,107.06122448979592,145.0732290673237,145.0732290673237
2.5,20.1458333375,54.66666667,102.22222219999999,102.22222219999999
26.0,111.0,0.0,310.0,310.0
15.76095700009386,21.625,32.5,84.5,84.5
8.53489107177592,9.0,61.212765957446805,96.0,96.0
9.625,29.625,39.33333333,64.33333333,64.33333333
13.7625,20.6,41.67,173.37836342959858,173.37836342959858
21.625,29.125,35.0,38.0,38.0
26.5,35.125,173.73469387755102,257.0,257.0
10.921590909090892,66.86143374547261,185.85714285714283,407.4418604651163,407.4418604651163
14.143917715348291,27.001502469003306,71.0,128.66666666666666,128.66666666666666
5.0,88.75,87.0,117.81937623869312,117.81937623869312
9.875,84.25,0.0,139.33333333333331,139.33333333333331
2.5,20.0,51.0,145.0732290673237,145.0732290673237
14.143917715348291,27.001502469003306,33.0,93.0,93.0
16.125,34.625,0.0,446.3565891395349,446.3565891395349
7.5,13.75,47.0,25.4,47.0
23.75,27.5,82.0,161.0452865463435,161.0452865463435
27.5,35.0,157.57142857142856,62.0,157.57142857142856
10.125,83.375,0.0,406.9767441860465,406.9767441860465
28.5,54.75,0.0,177.33333333333331,177.33333333333331
3.75,12.5,46.0,67.25419256550896,67.25419256550896
10.0,22.5,40.0,117.81937623869312,117.81937623869312
16.25,27.5,81.0,156.66666666666666,156.66666666666666
5.0,73.75,0.0,361.7526103681993,361.7526103681993
10.0,23.75,99.0,145.0732290673237,145.0732290673237
19.0,24.75,49.0,128.66666666666666,128.66666666666666
0.0,0.0,0.0,0.0,0.0
13.75,25.0,74.0,130.4542772861357,130.4542772861357
6.625,9.5,30.0,89.0,89.0
21.25,31.25,43.0,117.81937623869312,117.81937623869312
17.5,23.75,69.0,22.0,69.0
7.5,32.5,135.3469387755102,173.37836342959858,173.37836342959858
23.75,31.25,80.0,117.81937623869312,117.81937623869312
5.0,31.25,82.0,117.81937623869312,117.81937623869312
15.125,35.0,62.0,128.0,128.0
2.5,13.75,67.0,145.0732290673237,145.0732290673237
2.5,18.75,103.0204081632653,145.0732290673237,145.0732290673237
14.48426227011652,23.299495322397007,48.0,196.0,196.0
29.125,32.125,36.0,79.0,79.0
3.75,71.25,58.0,189.00434927470332,189.00434927470332
5.0,26.25,46.0,189.00434927470332,189.00434927470332
15.0,23.75,55.0,117.81937623869312,117.81937623869312
12.5,22.287499999999998,38.0,117.81937623869312,117.81937623869312
2.5,18.75,42.0,145.0732290673237,145.0732290673237
36.625,36.125,83.61982436042825,136.0,136.0
3.75,36.25,53.0,145.0732290673237,145.0732290673237
19.875,31.375,40.0,100.0,100.0
5.0,26.25,54.0,117.81937623869312,117.81937623869312
27.25,15.0,47.0,94.0,94.0
2.5,10.0,48.0,173.37836342959858,173.37836342959858
18.5,26.875,51.0,132.0,132.0
11.25,58.75,113.12244897959184,227.0,227.0
10.0,12.5,60.0,173.37836342959858,173.37836342959858
10.0,27.5,76.0,145.0732290673237,145.0732290673237
6.25,12.5,82.0,145.0732290673237,145.0732290673237
6.594842473350697,13.5,26.0,46.0,46.0
9.208333333750002,14.1875,99.66666667,166.88888886666666,166.88888886666666
6.0,51.375,88.0,162.0,162.0
4.5,22.625000000000004,128.7158934890604,313.75,313.75
9.0,20.875,128.7158934890604,172.0,172.0
12.625,32.75,98.24450975251996,168.66666666666666,168.66666666666666
11.125,94.375,0.0,406.51162790697674,406.51162790697674
15.0,25.0,155.55102040816325,117.81937623869312,155.55102040816325
4.375,12.250000000000002,64.0,122.66666666666666,122.66666666666666
31.25,39.25,151.51020408163265,156.66666666666666,156.66666666666666
15.0,25.0,117.16326530612244,117.81937623869312,117.81937623869312
10.0,48.75,0.0,149.33333333333331,149.33333333333331
5.75,25.125000000000004,40.0,84.0,84.0
26.25,36.25,179.79591836734693,146.66666666666666,179.79591836734693
7.0375,5.625,67.5,243.5,243.5
8.125,35.5,57.0,121.33333333333333,121.33333333333333
14.143917715348291,27.001502469003306,40.0,112.66666666666667,112.66666666666667
12.5,16.25,35.0,117.81937623869312,117.81937623869312
11.25,11.25,71.0,22.91,71.0
8.53489107177592,6.625,30.0,83.0,83.0
2.5,16.25,50.0,145.0732290673237,145.0732290673237
15.76095700009386,28.375,28.0,57.0,57.0
74.0,32.625,98.24450975251996,161.0452865463435,161.0452865463435
14.5,29.5,177.77551020408163,267.0,267.0
2.5,42.5,28.0,189.00434927470332,189.00434927470332
2.5,12.5,33.0,60.0,60.0
10.125,25.0,52.0,91.0,91.0
0.0,0.0,0.0,0.0,0.0
5.0,50.0,155.55102040816325,189.00434927470332,189.00434927470332
13.75,126.0,0.0,403.72093023255815,403.72093023255815
6.5,61.0,0.0,401.86046511627904,401.86046511627904
17.625,29.25,0.0,367.5,367.5
10.921590909090892,66.86143374547261,114.4761224489796,406.04651162790697,406.04651162790697
8.53489107177592,18.5,38.0,104.66666666666667,104.66666666666667
20.820428328144587,14.625,98.24450975251996,110.66666666666667,110.66666666666667
7.5,60.0,28.0,117.81937623869312,117.81937623869312
3.875,9.75,33.0,95.0,95.0
5.375,48.625,30.0,102.0,102.0
11.125,22.25,52.0,102.66666666666667,102.66666666666667
11.125,18.75,71.0,148.0,148.0
10.125,28.75,96.0,158.0,158.0
10.0,16.25,49.0,22.9,49.0
25.0,77.5,0.0,189.00434927470332,189.00434927470332
11.625,60.625,41.0,128.66666666666666,128.66666666666666
4.125,22.75,58.3,130.46666666666667,130.46666666666667
14.48426227011652,11.75,128.7158934890604,173.37836342959858,173.37836342959858
5.0,81.25,0.0,361.7526103681993,361.7526103681993
14.25,130.1,0.0,283.0,283.0
10.875,97.375,144.77551027142857,211.6666667,211.6666667
10.0,58.75,81.0,189.00434927470332,189.00434927470332
8.75,92.5,0.0,189.00434927470332,189.00434927470332
20.0,25.0,88.0,161.0452865463435,161.0452865463435
10.0,28.75,67.0,117.81937623869312,117.81937623869312
17.0,71.875,35.0,91.0,91.0
7.5,13.75,57.0,17.1,57.0
3.125,25.75,38.0,94.0,94.0
21.25,33.75,107.06122448979592,161.0452865463435,161.0452865463435
15.0,27.5,143.42857142857142,145.0732290673237,145.0732290673237
6.594842473350697,15.625,42.0,79.0,79.0
7.5,23.125,0.0,164.0,164.0
27.5,20.0,189.89795918367346,117.81937623869312,189.89795918367346
6.594842473350697,16.625,96.0,172.66666666666666,172.66666666666666
6.875,95.875,0.0,467.90697674418607,467.90697674418607
20.0,18.75,53.0,117.81937623869312,117.81937623869312
5.0,21.974999999999998,45.66666667,145.33333333333331,145.33333333333331
15.0,33.75,139.3877551020408,173.37836342959858,173.37836342959858
7.75,25.625,58.0,84.0,84.0
0.0,0.0,0.0,0.0,0.0
10.0,77.375,92.0,180.66666666666666,180.66666666666666
23.0,42.0,78.0,152.66666666666666,152.66666666666666
13.75,20.0,86.0,117.81937623869312,117.81937623869312
14.48426227011652,23.299495322397007,68.0,264.0,264.0
3.75,81.25,0.0,361.7526103681993,361.7526103681993
5.0,23.75,175.75510204081633,117.81937623869312,175.75510204081633
48.125,30.0,98.24450975251996,132.0,132.0
11.5,22.999999999999996,113.12244897959184,181.33333333333331,181.33333333333331
28.75,36.25,0.0,161.0452865463435,161.0452865463435
8.75,16.25,45.0,117.81937623869312,117.81937623869312
15.0,18.75,60.0,161.0452865463435,161.0452865463435
5.875,11.875,0.0,377.5,377.5
22.5,50.0,79.0,161.0452865463435,161.0452865463435
13.375,18.375,101.0,157.33333333333331,157.33333333333331
14.48426227011652,23.299495322397007,79.0,353.75,353.75
13.875,14.625,37.0,173.37836342959858,173.37836342959858
10.0,55.0,93.0,200.0,200.0
16.25,22.5,117.16326530612244,161.0452865463435,161.0452865463435
8.53489107177592,22.5,157.57142857142856,67.25419256550896,157.57142857142856
7.5,44.00000000000001,177.77551020408163,85.0,177.77551020408163
10.0,56.25,171.71428571428572,189.00434927470332,189.00434927470332
0.0,0.0,0.0,0.0,0.0
43.125,10.375000000000002,135.3469387755102,185.73333333333332,185.73333333333332
33.75,42.5,88.0,135.33333333333331,135.33333333333331
5.75,59.625,48.0,99.0,99.0
3.75,17.5,53.0,145.0732290673237,145.0732290673237
10.0,25.0,41.0,117.81937623869312,117.81937623869312
5.0,58.75,181.81632653061223,361.7526103681993,361.7526103681993
3.5,15.0,53.0,96.0,96.0
28.75,37.5,174.4014285714286,156.0,174.4014285714286
2.5,16.25,0.0,173.37836342959858,173.37836342959858
15.0,27.5,48.0,117.81937623869312,117.81937623869312
12.5,30.0,94.0,161.0452865463435,161.0452865463435
20.0,57.375,0.0,427.6744186046512,427.6744186046512
6.594842473350697,11.875,47.0,110.66666666666667,110.66666666666667
9.5,28.875,24.0,115.33333333333333,115.33333333333333
25.0,41.25,84.0,130.4542772861357,130.4542772861357
3.75,20.0,29.0,67.25419256550896,67.25419256550896
6.25,13.75,53.0,20.3,53.0
6.25,127.0,41.0,189.00434927470332,189.00434927470332
18.875,57.5,98.24450975251996,357.5,357.5
2.5,37.5,60.0,145.0732290673237,145.0732290673237
6.875,21.749999999999996,88.0,138.66666666666666,138.66666666666666
10.0,61.25,87.0,189.00434927470332,189.00434927470332
6.5,12.5,176.56326530612245,220.7,220.7
6.25,43.75,94.0,117.81937623869312,117.81937623869312
5.0,12.5,44.0,67.25419256550896,67.25419256550896
12.5,28.75,44.0,117.81937623869312,117.81937623869312
6.594842473350697,32.75,145.44897959183675,410.2325581395349,410.2325581395349
7.5,80.0,0.0,189.00434927470332,189.00434927470332
16.25,76.25,0.0,189.00434927470332,189.00434927470332
2.5,40.0,115.14285714285714,67.25419256550896,115.14285714285714
21.974999999999998,35.45,119.8504081632653,126.0,126.0
11.25,16.25,64.0,16.0,64.0
14.143917715348291,27.001502469003306,50.0,123.33333333333333,123.33333333333333
18.0,20.25,66.58563750532086,34.0,66.58563750532086
7.875,15.625,0.0,293.0,293.0
11.25,21.25,86.0,30.0,86.0
10.875,47.0,57.0,183.33333333333331,183.33333333333331
29.875,37.5,119.18367346938776,132.0,132.0
23.625,30.75,109.08163265306122,174.66666666666666,174.66666666666666
26.75,14.375,153.53061224489795,170.0,170.0
2.5,20.0,57.0,67.25419256550896,67.25419256550896
17.875,32.125,179.79591836734693,196.0,196.0
16.375,104.0,0.0,352.5,352.5
12.75,41.50000000000001,128.7158934890604,190.66666666666666,190.66666666666666
43.75,40.0,107.06122448979592,117.81937623869312,117.81937623869312
6.125,47.75000000000001,66.58563750532086,24.0,66.58563750532086
0.0,0.0,0.0,0.0,0.0
11.25,72.5,72.0,189.00434927470332,189.00434927470332
12.0,56.25,62.0,132.66666666666666,132.66666666666666
18.125,27.625,71.0,188.0,188.0
8.375,10.249999999999998,36.0,69.0,69.0
2.5,53.25,0.0,173.37836342959858,173.37836342959858
15.0,17.5,60.0,145.0732290673237,145.0732290673237
28.5,35.625,99.0,165.33333333333331,165.33333333333331
7.25,61.25,0.0,414.6511627906977,414.6511627906977
22.5,32.0,59.0,86.0,86.0
12.5,38.75,38.0,67.25419256550896,67.25419256550896
18.75,30.0,82.0,161.0452865463435,161.0452865463435
25.875,48.37500000000001,0.0,308.75,308.75
13.75,38.75,26.0,73.0,73.0
13.875,22.125,66.58563750532086,124.66666666666666,124.66666666666666
5.0,63.75,0.0,361.7526103681993,361.7526103681993
11.25,20.0,169.69387755102042,145.0732290673237,169.69387755102042
17.5,28.75,72.0,130.4542772861357,130.4542772861357
14.143917715348291,27.001502469003306,49.0,89.0,89.0
5.0,18.9625,59.67,145.0732290673237,145.0732290673237
14.48426227011652,23.299495322397007,70.0,110.66666666666667,110.66666666666667
9.0,124.9,0.0,423.95348837209303,423.95348837209303
10.375,64.125,166.32653054489793,239.0,239.0
5.375,66.25,52.0,118.66666666666666,118.66666666666666
7.25,66.875,31.0,93.0,93.0
20.0,32.5,54.0,117.81937623869312,117.81937623869312
17.5,32.5,55.0,173.37836342959858,173.37836342959858
28.125,41.62499999999999,91.0,99.0,99.0
15.76095700009386,73.84466430620296,129.36634718323694,161.33333333333331,161.33333333333331
3.0,11.625000000000002,48.0,118.0,118.0
18.75,75.0,0.0,189.00434927470332,189.00434927470332
2.5,20.0,48.0,145.0732290673237,145.0732290673237
32.25,58.75,195.9591836734694,284.0,284.0
39.375,46.375,177.77551020408163,162.0,177.77551020408163
13.75,23.75,82.0,161.0452865463435,161.0452865463435
31.625,60.375,0.0,315.0,315.0
17.5,28.75,44.0,117.81937623869312,117.81937623869312
12.5,30.0,97.0,161.0452865463435,161.0452865463435
13.125,23.75,123.22448979591837,228.0,228.0
7.5,85.0,191.91836734693877,189.00434927470332,191.91836734693877
31.25,49.12499999999999,0.0,346.25,346.25
5.875,12.250000000000002,33.0,77.0,77.0
13.75,27.75,61.0,125.33333333333333,125.33333333333333
23.75,27.5,84.0,161.0452865463435,161.0452865463435
2.5,50.0,0.0,145.0732290673237,145.0732290673237
18.75,23.75,141.40816326530611,34.0,141.40816326530611
12.5,16.25,56.0,18.0,56.0
12.375,15.25,88.0,126.0,126.0
2.5,16.125,0.0,173.37836342959858,173.37836342959858
8.75,16.25,79.0,35.9,79.0
28.75,28.75,103.0204081632653,117.81937623869312,117.81937623869312
6.625,38.25,83.61982436042825,194.66666666666666,194.66666666666666
7.5,23.75,57.0,130.0,130.0
5.0,11.25,73.0,67.25419256550896,73.0
8.75,21.25,58.0,168.66666666666666,168.66666666666666
8.75,72.5,90.0,189.00434927470332,189.00434927470332
2.5,17.5,48.0,145.0732290673237,145.0732290673237
7.0749999999999975,5.625,56.33,162.44666666666666,162.44666666666666
6.625,12.375,92.0,160.66666666666666,160.66666666666666
